report_dt,division_name,val,rate
2016-06,2-5,1.233561,0.105
2016-06,2-6,1.309875,0.105
2016-06,2-7,1.503932,0.105
2016-06,2-8,1.290837,0.105
2016-06,2-9,1.463816,0.105
2016-06,3-1,1.596597,0.105
2016-06,3-2,1.645652,0.105
2016-06,3-3,2.048332,0.105
2016-06,3-4,1.572047,0.105
2016-06,4-2,1.417452,0.105
2016-06,5-1,0.590559,0.105
2016-06,5-10,1.245522,0.105
2016-06,5-11,1.704007,0.105
2016-06,5-12,1.514767,0.105
2016-06,5-13,1.388157,0.105
2016-06,5-14,1.509962,0.105
2016-06,5-15,0.482934,0.105
2016-06,5-2,1.418985,0.105
2016-06,5-3,1.6862,0.105
2016-06,5-4,1.765551,0.105
2016-06,5-5,1.681132,0.105
2016-06,5-6,1.640621,0.105
2016-06,5-7,1.610968,0.105
2016-06,5-8,1.436721,0.105
2016-06,5-9,1.377089,0.105
2016-06,6-1,1.083333,0.105
2016-06,6-10,1.545069,0.105
2016-06,6-2,1.532446,0.105
2016-06,6-3,1.689248,0.105
2016-06,6-4,1.565209,0.105
2016-06,6-5,1.570789,0.105
2016-06,6-6,1.417196,0.105
2016-06,6-7,1.49295,0.105
2016-06,6-8,1.50564,0.105
2016-06,6-9,1.816067,0.105
2016-06,7-1,1.383606,0.105
2016-06,7-2,1.645876,0.105
2016-06,7-3,1.586412,0.105
2016-06,7-4,1.160862,0.105
2016-06,7-5,1.272382,0.105
2016-06,7-6,1.499348,0.105
2016-06,7-7,1.533364,0.105
2016-06,7-8,1.438689,0.105
2016-06,8-1,1.710844,0.105
2016-06,8-10,1.553854,0.105
2016-06,8-11,2.261265,0.105
2016-06,8-2,1.514845,0.105
2016-06,8-3,1.549016,0.105
2016-06,8-4,1.943829,0.105
2016-06,8-5,1.793867,0.105
2016-06,8-6,1.754567,0.105
2016-06,8-7,1.596616,0.105
2016-06,8-8,1.857345,0.105
2016-06,8-9,1.885649,0.105
2016-06,9-1,1.671935,0.105
2016-06,9-2,1.635702,0.105
2016-06,9-3,1.447883,0.105
2016-06,9-4,1.439123,0.105
2016-06,9-5,1.506186,0.105
2016-06,9-6,1.581425,0.105
2016-06,9-7,1.558209,0.105
2016-06,9-8,1.408842,0.105
2016-07,1-1,1.59126,0.105
2016-07,1-2,1.651321,0.105
2016-07,1-3,1.545659,0.105
2016-07,1-4,1.653293,0.105
2016-07,1-5,1.694076,0.105
2016-07,1-6,1.525512,0.105
2016-07,10-1,1.384834,0.105
2016-07,10-10,1.691082,0.105
2016-07,10-2,1.851897,0.105
2016-07,10-3,1.37218,0.105
2016-07,10-4,1.498487,0.105
2016-07,10-5,1.701298,0.105
2016-07,10-6,1.610969,0.105
2016-07,10-7,1.283725,0.105
2016-07,10-8,1.558242,0.105
2016-07,10-9,1.944067,0.105
2016-07,11-1,1.296326,0.105
2016-07,11-2,1.67236,0.105
2016-07,11-3,1.495162,0.105
2016-07,11-4,1.559915,0.105
2016-07,11-5,1.545191,0.105
2016-07,11-6,1.541274,0.105
2016-07,11-7,1.276215,0.105
2016-07,11-8,1.531952,0.105
2016-07,2-1,1.333559,0.105
2016-07,2-2,1.410145,0.105
2016-07,2-3,1.382175,0.105
2016-07,2-4,1.466381,0.105
2016-07,2-5,1.287228,0.105
2016-07,2-6,1.40962,0.105
2016-07,2-7,1.620852,0.105
2016-07,2-8,1.325916,0.105
2016-07,2-9,1.554157,0.105
2016-07,3-1,1.676485,0.105
2016-07,3-2,1.716938,0.105
2016-07,3-3,2.199782,0.105
2016-07,3-4,1.642426,0.105
2016-07,4-2,1.492982,0.105
2016-07,5-1,0.606809,0.105
2016-07,5-10,1.299548,0.105
2016-07,5-11,1.82099,0.105
2016-07,5-12,1.601871,0.105
2016-07,5-13,1.47305,0.105
2016-07,5-14,1.568921,0.105
2016-07,5-15,0.513451,0.105
2016-07,5-2,1.481247,0.105
2016-07,5-3,1.786328,0.105
2016-07,5-4,1.882979,0.105
2016-07,5-5,1.786062,0.105
2016-07,5-6,1.740776,0.105
2016-07,5-7,1.699117,0.105
2016-07,5-8,1.550393,0.105
2016-07,5-9,1.452264,0.105
2016-07,6-1,1.590583,0.105
2016-07,6-10,1.624905,0.105
2016-07,6-2,1.612978,0.105
2016-07,6-3,1.767229,0.105
2016-07,6-4,1.638467,0.105
2016-07,6-5,1.645515,0.105
2016-07,6-6,1.49181,0.105
2016-07,6-7,1.569589,0.105
2016-07,6-8,1.589882,0.105
2016-07,6-9,1.923655,0.105
2016-07,7-1,1.447615,0.105
2016-07,7-2,1.598641,0.105
2016-07,7-3,1.672271,0.105
2016-07,7-4,1.237691,0.105
2016-07,7-5,1.321287,0.105
2016-07,7-6,1.597377,0.105
2016-07,7-7,1.61954,0.105
2016-07,7-8,1.520836,0.105
2016-07,8-1,1.796603,0.105
2016-07,8-10,1.523394,0.105
2016-07,8-11,2.278956,0.105
2016-07,8-2,1.577937,0.105
2016-07,8-3,1.627583,0.105
2016-07,8-4,2.002986,0.105
2016-07,8-5,1.82333,0.105
2016-07,8-6,1.866192,0.105
2016-07,8-7,1.692427,0.105
2016-07,8-8,1.932431,0.105
2016-07,8-9,1.990284,0.105
2016-07,9-1,1.757367,0.105
2016-07,9-2,1.740877,0.105
2016-07,9-3,1.512521,0.105
2016-07,9-4,1.488836,0.105
2016-07,9-5,1.568504,0.105
2016-07,9-6,1.65674,0.105
2016-07,9-7,1.650646,0.105
2016-07,9-8,1.459935,0.105
2016-08,1-1,1.695402,0.105
2016-08,1-2,1.756112,0.105
2016-08,1-3,1.637183,0.105
2016-08,1-4,1.753616,0.105
2016-08,1-5,1.791568,0.105
2016-08,1-6,1.611431,0.105
2016-08,10-1,1.476884,0.105
2016-08,10-10,1.817341,0.105
2016-08,10-2,1.973115,0.105
2016-08,10-3,1.440026,0.105
2016-08,10-4,1.584257,0.105
2016-08,10-5,1.833455,0.105
2016-08,10-6,1.724379,0.105
2016-08,10-7,1.352323,0.105
2016-08,10-8,1.655828,0.105
2016-08,10-9,2.067658,0.105
2016-08,11-1,1.335638,0.105
2016-08,11-2,1.751001,0.105
2016-08,11-3,1.571372,0.105
2016-08,11-4,1.648189,0.105
2016-08,11-5,1.63238,0.105
2016-08,11-6,1.641858,0.105
2016-08,11-7,1.328008,0.105
2016-08,11-8,1.616087,0.105
2016-08,2-1,1.399241,0.105
2016-08,2-2,1.491632,0.105
2016-08,2-3,1.462989,0.105
2016-08,2-4,1.573712,0.105
2016-08,2-5,1.355926,0.105
2016-08,2-6,1.491558,0.105
2016-08,2-7,1.75968,0.105
2016-08,2-8,1.444444,0.105
2016-08,2-9,1.640115,0.105
2016-08,3-1,1.774477,0.105
2016-08,3-2,1.815432,0.105
2016-08,3-3,2.370998,0.105
2016-08,3-4,1.746191,0.105
2016-08,4-2,1.574793,0.105
2016-08,5-1,0.61659,0.105
2016-08,5-10,1.384767,0.105
2016-08,5-11,1.936865,0.105
2016-08,5-12,1.7344,0.105
2016-08,5-13,1.565385,0.105
2016-08,5-14,1.660951,0.105
2016-08,5-15,0.527976,0.105
2016-08,5-2,1.575133,0.105
2016-08,5-3,1.897825,0.105
2016-08,5-4,2.011397,0.105
2016-08,5-5,1.910183,0.105
2016-08,5-6,1.856975,0.105
2016-08,5-7,1.812074,0.105
2016-08,5-8,1.65983,0.105
2016-08,5-9,1.534181,0.105
2016-08,6-1,1.438166,0.105
2016-08,6-10,1.733804,0.105
2016-08,6-2,1.71864,0.105
2016-08,6-3,1.881547,0.105
2016-08,6-4,1.758778,0.105
2016-08,6-5,1.746982,0.105
2016-08,6-6,1.595498,0.105
2016-08,6-7,1.684532,0.105
2016-08,6-8,1.696251,0.105
2016-08,6-9,2.044939,0.105
2016-08,7-1,1.525764,0.105
2016-08,7-2,1.806685,0.105
2016-08,7-3,1.797096,0.105
2016-08,7-4,1.330716,0.105
2016-08,7-5,1.401158,0.105
2016-08,7-6,1.688724,0.105
2016-08,7-7,1.731744,0.105
2016-08,7-8,1.617017,0.105
2016-08,8-1,1.922729,0.105
2016-08,8-10,1.620168,0.105
2016-08,8-11,2.455659,0.105
2016-08,8-2,1.67752,0.105
2016-08,8-3,1.750814,0.105
2016-08,8-4,2.139308,0.105
2016-08,8-5,1.962219,0.105
2016-08,8-6,1.994234,0.105
2016-08,8-7,1.786677,0.105
2016-08,8-8,1.984145,0.105
2016-08,8-9,2.121441,0.105
2016-08,9-1,1.875077,0.105
2016-08,9-2,1.855005,0.105
2016-08,9-3,1.600405,0.105
2016-08,9-4,1.56544,0.105
2016-08,9-5,1.661423,0.105
2016-08,9-6,1.764974,0.105
2016-08,9-7,1.742325,0.105
2016-08,9-8,1.55874,0.105
2016-09,1-1,1.676132,0.1
2016-09,1-2,1.724657,0.1
2016-09,1-3,1.645415,0.1
2016-09,1-4,1.762961,0.1
2016-09,1-5,1.78274,0.1
2016-09,1-6,1.581089,0.1
2016-09,10-1,1.435949,0.1
2016-09,10-10,1.788379,0.1
2016-09,10-2,1.955125,0.1
2016-09,10-3,1.389654,0.1
2016-09,10-4,1.555138,0.1
2016-09,10-5,1.821041,0.1
2016-09,10-6,1.706697,0.1
2016-09,10-7,1.310719,0.1
2016-09,10-8,1.634011,0.1
2016-09,10-9,2.016686,0.1
2016-09,11-1,1.290617,0.1
2016-09,11-2,1.719756,0.1
2016-09,11-3,1.535087,0.1
2016-09,11-4,1.609558,0.1
2016-09,11-5,1.600414,0.1
2016-09,11-6,1.606584,0.1
2016-09,11-7,1.279605,0.1
2016-09,11-8,1.582825,0.1
2016-09,2-1,1.381143,0.1
2016-09,2-2,1.452444,0.1
2016-09,2-3,1.417054,0.1
2016-09,2-4,1.54629,0.1
2016-09,2-5,1.300768,0.1
2016-09,2-6,1.486199,0.1
2016-09,2-7,1.746389,0.1
2016-09,2-8,1.493781,0.1
2016-09,2-9,1.600615,0.1
2016-09,3-1,1.759633,0.1
2016-09,3-2,1.750927,0.1
2016-09,3-3,2.340927,0.1
2016-09,3-4,1.731143,0.1
2016-09,4-2,1.526866,0.1
2016-09,5-1,0.587083,0.1
2016-09,5-10,1.395877,0.1
2016-09,5-11,1.901692,0.1
2016-09,5-12,1.709987,0.1
2016-09,5-13,1.524148,0.1
2016-09,5-14,1.638056,0.1
2016-09,5-15,0.503665,0.1
2016-09,5-2,1.54323,0.1
2016-09,5-3,1.846413,0.1
2016-09,5-4,1.967967,0.1
2016-09,5-5,1.86674,0.1
2016-09,5-6,1.823019,0.1
2016-09,5-7,1.788303,0.1
2016-09,5-8,1.723816,0.1
2016-09,5-9,1.517719,0.1
2016-09,6-1,1.258138,0.1
2016-09,6-10,1.710791,0.1
2016-09,6-2,1.716665,0.1
2016-09,6-3,1.893569,0.1
2016-09,6-4,1.745841,0.1
2016-09,6-5,1.715045,0.1
2016-09,6-6,1.576687,0.1
2016-09,6-7,1.655023,0.1
2016-09,6-8,1.636168,0.1
2016-09,6-9,2.027111,0.1
2016-09,7-1,1.491992,0.1
2016-09,7-2,1.85317,0.1
2016-09,7-3,1.770571,0.1
2016-09,7-4,1.333857,0.1
2016-09,7-5,1.375229,0.1
2016-09,7-6,1.662141,0.1
2016-09,7-7,1.727739,0.1
2016-09,7-8,1.591296,0.1
2016-09,8-1,1.900615,0.1
2016-09,8-10,1.550106,0.1
2016-09,8-11,2.373351,0.1
2016-09,8-2,1.668391,0.1
2016-09,8-3,1.746049,0.1
2016-09,8-4,2.129385,0.1
2016-09,8-5,1.91376,0.1
2016-09,8-6,1.97805,0.1
2016-09,8-7,1.787243,0.1
2016-09,8-8,1.998524,0.1
2016-09,8-9,2.10806,0.1
2016-09,9-1,1.855722,0.1
2016-09,9-2,1.823496,0.1
2016-09,9-3,1.582641,0.1
2016-09,9-4,1.559201,0.1
2016-09,9-5,1.635539,0.1
2016-09,9-6,1.742731,0.1
2016-09,9-7,1.749523,0.1
2016-09,9-8,1.548036,0.1
2016-10,1-1,1.848469,0.1
2016-10,1-2,1.888433,0.1
2016-10,1-3,1.824499,0.1
2016-10,1-4,1.939477,0.1
2016-10,1-5,1.976646,0.1
2016-10,1-6,1.731478,0.1
2016-10,10-1,1.566652,0.1
2016-10,10-10,1.985031,0.1
2016-10,10-2,2.162861,0.1
2016-10,10-3,1.501571,0.1
2016-10,10-4,1.70489,0.1
2016-10,10-5,2.036465,0.1
2016-10,10-6,1.909789,0.1
2016-10,10-7,1.438656,0.1
2016-10,10-8,1.814435,0.1
2016-10,10-9,2.20661,0.1
2016-10,11-1,1.380963,0.1
2016-10,11-2,1.908349,0.1
2016-10,11-3,1.668723,0.1
2016-10,11-4,1.7428,0.1
2016-10,11-5,1.74355,0.1
2016-10,11-6,1.776935,0.1
2016-10,11-7,1.386223,0.1
2016-10,11-8,1.731705,0.1
2016-10,2-1,1.483781,0.1
2016-10,2-2,1.579879,0.1
2016-10,2-3,1.545359,0.1
2016-10,2-4,1.70567,0.1
2016-10,2-5,1.410375,0.1
2016-10,2-6,1.638935,0.1
2016-10,2-7,1.959819,0.1
2016-10,2-8,1.700577,0.1
2016-10,2-9,1.747091,0.1
2016-10,3-1,1.929247,0.1
2016-10,3-2,1.966395,0.1
2016-10,3-3,2.673505,0.1
2016-10,3-4,1.913825,0.1
2016-10,4-2,1.661532,0.1
2016-10,5-1,0.619958,0.1
2016-10,5-10,1.562891,0.1
2016-10,5-11,2.092064,0.1
2016-10,5-12,1.902722,0.1
2016-10,5-13,1.670833,0.1
2016-10,5-14,1.793396,0.1
2016-10,5-15,0.537102,0.1
2016-10,5-2,1.6979,0.1
2016-10,5-3,2.037,0.1
2016-10,5-4,2.173125,0.1
2016-10,5-5,2.055331,0.1
2016-10,5-6,2.022755,0.1
2016-10,5-7,1.955182,0.1
2016-10,5-8,1.883979,0.1
2016-10,5-9,1.673398,0.1
2016-10,6-1,1.606194,0.1
2016-10,6-10,1.887418,0.1
2016-10,6-2,1.897889,0.1
2016-10,6-3,2.1153,0.1
2016-10,6-4,1.931231,0.1
2016-10,6-5,1.88627,0.1
2016-10,6-6,1.742648,0.1
2016-10,6-7,1.851674,0.1
2016-10,6-8,1.830196,0.1
2016-10,6-9,2.240211,0.1
2016-10,7-1,1.635884,0.1
2016-10,7-2,2.123123,0.1
2016-10,7-3,1.977038,0.1
2016-10,7-4,1.511623,0.1
2016-10,7-5,1.498334,0.1
2016-10,7-6,1.82786,0.1
2016-10,7-7,1.910664,0.1
2016-10,7-8,1.764716,0.1
2016-10,8-1,2.108138,0.1
2016-10,8-10,1.67147,0.1
2016-10,8-11,2.681652,0.1
2016-10,8-2,1.827517,0.1
2016-10,8-3,1.926003,0.1
2016-10,8-4,2.317177,0.1
2016-10,8-5,2.094929,0.1
2016-10,8-6,2.184462,0.1
2016-10,8-7,2.000086,0.1
2016-10,8-8,2.220023,0.1
2016-10,8-9,2.340641,0.1
2016-10,9-1,2.061259,0.1
2016-10,9-2,2.000797,0.1
2016-10,9-3,1.752267,0.1
2016-10,9-4,1.717639,0.1
2016-10,9-5,1.793923,0.1
2016-10,9-6,1.921733,0.1
2016-10,9-7,1.921831,0.1
2016-10,9-8,1.699867,0.1
2016-11,1-1,1.769457,0.1
2016-11,1-2,1.820843,0.1
2016-11,1-3,1.792985,0.1
2016-11,1-4,1.885336,0.1
2016-11,1-5,1.93169,0.1
2016-11,1-6,1.673053,0.1
2016-11,10-1,1.477508,0.1
2016-11,10-10,1.908237,0.1
2016-11,10-2,2.094853,0.1
2016-11,10-3,1.414392,0.1
2016-11,10-4,1.636669,0.1
2016-11,10-5,1.968766,0.1
2016-11,10-6,1.82502,0.1
2016-11,10-7,1.351976,0.1
2016-11,10-8,1.730356,0.1
2016-11,10-9,2.111227,0.1
2016-11,11-1,1.296779,0.1
2016-11,11-2,1.781683,0.1
2016-11,11-3,1.572876,0.1
2016-11,11-4,1.660262,0.1
2016-11,11-5,1.662536,0.1
2016-11,11-6,1.686514,0.1
2016-11,11-7,1.301954,0.1
2016-11,11-8,1.643343,0.1
2016-11,2-1,1.395051,0.1
2016-11,2-2,1.492431,0.1
2016-11,2-3,1.45195,0.1
2016-11,2-4,1.636285,0.1
2016-11,2-5,1.318584,0.1
2016-11,2-6,1.580742,0.1
2016-11,2-7,1.901082,0.1
2016-11,2-8,1.64736,0.1
2016-11,2-9,1.646946,0.1
2016-11,3-1,1.852106,0.1
2016-11,3-2,1.854207,0.1
2016-11,3-3,2.617052,0.1
2016-11,3-4,1.845655,0.1
2016-11,4-2,1.529001,0.1
2016-11,5-1,0.588691,0.1
2016-11,5-10,1.49806,0.1
2016-11,5-11,2.017362,0.1
2016-11,5-12,1.846329,0.1
2016-11,5-13,1.60313,0.1
2016-11,5-14,1.721923,0.1
2016-11,5-15,0.465851,0.1
2016-11,5-2,1.620095,0.1
2016-11,5-3,1.941183,0.1
2016-11,5-4,2.084846,0.1
2016-11,5-5,1.966397,0.1
2016-11,5-6,1.937086,0.1
2016-11,5-7,1.877582,0.1
2016-11,5-8,1.67935,0.1
2016-11,5-9,1.612493,0.1
2016-11,6-1,1.252083,0.1
2016-11,6-10,1.80384,0.1
2016-11,6-2,1.829803,0.1
2016-11,6-3,2.050507,0.1
2016-11,6-4,1.86606,0.1
2016-11,6-5,1.798902,0.1
2016-11,6-6,1.665905,0.1
2016-11,6-7,1.779526,0.1
2016-11,6-8,1.745491,0.1
2016-11,6-9,2.146916,0.1
2016-11,7-1,1.552383,0.1
2016-11,7-2,2.099476,0.1
2016-11,7-3,1.888226,0.1
2016-11,7-4,1.499399,0.1
2016-11,7-5,1.436706,0.1
2016-11,7-6,1.746377,0.1
2016-11,7-7,1.855248,0.1
2016-11,7-8,1.68857,0.1
2016-11,8-1,2.031479,0.1
2016-11,8-10,1.736783,0.1
2016-11,8-11,2.671173,0.1
2016-11,8-2,1.757694,0.1
2016-11,8-3,1.856195,0.1
2016-11,8-4,2.225512,0.1
2016-11,8-5,2.012514,0.1
2016-11,8-6,2.100522,0.1
2016-11,8-7,1.96529,0.1
2016-11,8-8,2.100116,0.1
2016-11,8-9,2.248078,0.1
2016-11,9-1,1.975105,0.1
2016-11,9-2,1.925224,0.1
2016-11,9-3,1.692869,0.1
2016-11,9-4,1.658528,0.1
2016-11,9-5,1.724213,0.1
2016-11,9-6,1.842109,0.1
2016-11,9-7,1.843526,0.1
2016-11,9-8,1.65966,0.1
2016-12,1-1,2.092304,0.1
2016-12,1-2,2.133145,0.1
2016-12,1-3,2.133799,0.1
2016-12,1-4,2.254912,0.1
2016-12,1-5,2.284723,0.1
2016-12,1-6,1.978759,0.1
2016-12,10-1,1.741595,0.1
2016-12,10-10,2.257309,0.1
2016-12,10-2,2.473201,0.1
2016-12,10-3,1.650795,0.1
2016-12,10-4,1.916828,0.1
2016-12,10-5,2.338911,0.1
2016-12,10-6,2.183182,0.1
2016-12,10-7,1.58603,0.1
2016-12,10-8,2.038362,0.1
2016-12,10-9,2.492431,0.1
2016-12,11-1,1.512731,0.1
2016-12,11-2,2.186725,0.1
2016-12,11-3,1.827764,0.1
2016-12,11-4,1.952176,0.1
2016-12,11-5,1.969917,0.1
2016-12,11-6,2.00512,0.1
2016-12,11-7,1.520627,0.1
2016-12,11-8,1.93783,0.1
2016-12,2-1,1.670781,0.1
2016-12,2-2,1.753107,0.1
2016-12,2-3,1.70586,0.1
2016-12,2-4,1.940072,0.1
2016-12,2-5,1.53976,0.1
2016-12,2-6,1.856111,0.1
2016-12,2-7,2.29735,0.1
2016-12,2-8,2.033897,0.1
2016-12,2-9,1.931828,0.1
2016-12,3-1,2.191851,0.1
2016-12,3-2,2.233509,0.1
2016-12,3-3,3.167432,0.1
2016-12,3-4,2.192847,0.1
2016-12,4-2,1.892218,0.1
2016-12,5-1,0.683999,0.1
2016-12,5-10,1.765149,0.1
2016-12,5-11,2.381126,0.1
2016-12,5-12,2.206697,0.1
2016-12,5-13,1.904662,0.1
2016-12,5-14,2.051137,0.1
2016-12,5-15,0.565923,0.1
2016-12,5-2,1.908895,0.1
2016-12,5-3,2.316403,0.1
2016-12,5-4,2.483059,0.1
2016-12,5-5,2.337031,0.1
2016-12,5-6,2.295578,0.1
2016-12,5-7,2.216836,0.1
2016-12,5-8,1.961046,0.1
2016-12,5-9,1.907491,0.1
2016-12,6-1,1.585416,0.1
2016-12,6-10,2.13821,0.1
2016-12,6-2,2.163468,0.1
2016-12,6-3,2.458715,0.1
2016-12,6-4,2.221483,0.1
2016-12,6-5,2.138697,0.1
2016-12,6-6,1.972598,0.1
2016-12,6-7,2.113874,0.1
2016-12,6-8,2.107194,0.1
2016-12,6-9,2.521213,0.1
2016-12,7-1,1.831207,0.1
2016-12,7-2,2.67641,0.1
2016-12,7-3,2.26992,0.1
2016-12,7-4,1.78727,0.1
2016-12,7-5,1.690228,0.1
2016-12,7-6,2.068483,0.1
2016-12,7-7,2.188762,0.1
2016-12,7-8,2.004775,0.1
2016-12,8-1,2.42551,0.1
2016-12,8-10,2.037788,0.1
2016-12,8-11,3.301157,0.1
2016-12,8-2,2.068517,0.1
2016-12,8-3,2.220265,0.1
2016-12,8-4,2.726894,0.1
2016-12,8-5,2.399766,0.1
2016-12,8-6,2.480289,0.1
2016-12,8-7,2.337155,0.1
2016-12,8-8,2.515976,0.1
2016-12,8-9,2.769021,0.1
2016-12,9-1,2.33084,0.1
2016-12,9-2,2.283235,0.1
2016-12,9-3,2.003797,0.1
2016-12,9-4,1.972542,0.1
2016-12,9-5,2.034679,0.1
2016-12,9-6,2.193457,0.1
2016-12,9-7,2.190919,0.1
2016-12,9-8,1.986075,0.1
2017-01,1-1,1.926075,0.1
2017-01,1-2,1.962611,0.1
2017-01,1-3,1.970618,0.1
2017-01,1-4,2.077047,0.1
2017-01,1-5,2.074325,0.1
2017-01,1-6,1.817606,0.1
2017-01,10-1,1.584887,0.1
2017-01,10-10,2.076119,0.1
2017-01,10-2,2.282034,0.1
2017-01,10-3,1.503908,0.1
2017-01,10-4,1.75613,0.1
2017-01,10-5,2.142171,0.1
2017-01,10-6,1.981512,0.1
2017-01,10-7,1.454381,0.1
2017-01,10-8,1.875388,0.1
2017-01,10-9,2.306033,0.1
2017-01,11-1,1.405904,0.1
2017-01,11-2,1.913604,0.1
2017-01,11-3,1.689703,0.1
2017-01,11-4,1.765389,0.1
2017-01,11-5,1.80469,0.1
2017-01,11-6,1.828691,0.1
2017-01,11-7,1.386426,0.1
2017-01,11-8,1.78179,0.1
2017-01,2-1,1.493643,0.1
2017-01,2-2,1.586,0.1
2017-01,2-3,1.571941,0.1
2017-01,2-4,1.789337,0.1
2017-01,2-5,1.405879,0.1
2017-01,2-6,1.703451,0.1
2017-01,2-7,2.113436,0.1
2017-01,2-8,1.892033,0.1
2017-01,2-9,1.760072,0.1
2017-01,3-1,1.983962,0.1
2017-01,3-2,1.99825,0.1
2017-01,3-3,2.894584,0.1
2017-01,3-4,1.994857,0.1
2017-01,4-2,1.714776,0.1
2017-01,5-1,0.628542,0.1
2017-01,5-10,1.632084,0.1
2017-01,5-11,2.201179,0.1
2017-01,5-12,2.036902,0.1
2017-01,5-13,1.786311,0.1
2017-01,5-14,1.871406,0.1
2017-01,5-15,0.502333,0.1
2017-01,5-2,1.772902,0.1
2017-01,5-3,2.132908,0.1
2017-01,5-4,2.296469,0.1
2017-01,5-5,2.157638,0.1
2017-01,5-6,2.12005,0.1
2017-01,5-7,2.031006,0.1
2017-01,5-8,1.781321,0.1
2017-01,5-9,1.746438,0.1
2017-01,6-1,1.426083,0.1
2017-01,6-10,1.964683,0.1
2017-01,6-2,1.987729,0.1
2017-01,6-3,2.279161,0.1
2017-01,6-4,2.063859,0.1
2017-01,6-5,1.971995,0.1
2017-01,6-6,1.831943,0.1
2017-01,6-7,1.924939,0.1
2017-01,6-8,1.919888,0.1
2017-01,6-9,2.322636,0.1
2017-01,7-1,1.686207,0.1
2017-01,7-2,2.333547,0.1
2017-01,7-3,2.04484,0.1
2017-01,7-4,1.633305,0.1
2017-01,7-5,1.555512,0.1
2017-01,7-6,1.883266,0.1
2017-01,7-7,1.965481,0.1
2017-01,7-8,1.81851,0.1
2017-01,8-1,2.212135,0.1
2017-01,8-10,1.877479,0.1
2017-01,8-11,2.969649,0.1
2017-01,8-2,1.899402,0.1
2017-01,8-3,2.046813,0.1
2017-01,8-4,2.413891,0.1
2017-01,8-5,2.133785,0.1
2017-01,8-6,2.30838,0.1
2017-01,8-7,2.125428,0.1
2017-01,8-8,2.236283,0.1
2017-01,8-9,2.487175,0.1
2017-01,9-1,2.134576,0.1
2017-01,9-2,2.107373,0.1
2017-01,9-3,1.834414,0.1
2017-01,9-4,1.792114,0.1
2017-01,9-5,1.856464,0.1
2017-01,9-6,2.007911,0.1
2017-01,9-7,1.988191,0.1
2017-01,9-8,1.794641,0.1
2017-02,1-1,1.770403,0.1
2017-02,1-2,1.818285,0.1
2017-02,1-3,1.823681,0.1
2017-02,1-4,1.932253,0.1
2017-02,1-5,1.956579,0.1
2017-02,1-6,1.679332,0.1
2017-02,10-1,1.444966,0.1
2017-02,10-10,1.931975,0.1
2017-02,10-2,2.127267,0.1
2017-02,10-3,1.394789,0.1
2017-02,10-4,1.615238,0.1
2017-02,10-5,1.984394,0.1
2017-02,10-6,1.872046,0.1
2017-02,10-7,1.341003,0.1
2017-02,10-8,1.737002,0.1
2017-02,10-9,2.132954,0.1
2017-02,11-1,1.284623,0.1
2017-02,11-2,1.79224,0.1
2017-02,11-3,1.557699,0.1
2017-02,11-4,1.637864,0.1
2017-02,11-5,1.680765,0.1
2017-02,11-6,1.679312,0.1
2017-02,11-7,1.276263,0.1
2017-02,11-8,1.639037,0.1
2017-02,2-1,1.397309,0.1
2017-02,2-2,1.457092,0.1
2017-02,2-3,1.443916,0.1
2017-02,2-4,1.656683,0.1
2017-02,2-5,1.299182,0.1
2017-02,2-6,1.566864,0.1
2017-02,2-7,1.974569,0.1
2017-02,2-8,1.743905,0.1
2017-02,2-9,1.620712,0.1
2017-02,3-1,1.848148,0.1
2017-02,3-2,1.858229,0.1
2017-02,3-3,2.683225,0.1
2017-02,3-4,1.85052,0.1
2017-02,4-2,1.589948,0.1
2017-02,5-1,0.581136,0.1
2017-02,5-10,1.51102,0.1
2017-02,5-11,2.043484,0.1
2017-02,5-12,1.889566,0.1
2017-02,5-13,1.678413,0.1
2017-02,5-14,1.739713,0.1
2017-02,5-15,0.44923,0.1
2017-02,5-2,1.6409,0.1
2017-02,5-3,1.991165,0.1
2017-02,5-4,2.148497,0.1
2017-02,5-5,2.019576,0.1
2017-02,5-6,1.978467,0.1
2017-02,5-7,1.93896,0.1
2017-02,5-8,1.556,0.1
2017-02,5-9,1.629839,0.1
2017-02,6-1,1.216416,0.1
2017-02,6-10,1.830312,0.1
2017-02,6-2,1.836859,0.1
2017-02,6-3,2.134443,0.1
2017-02,6-4,1.930787,0.1
2017-02,6-5,1.819127,0.1
2017-02,6-6,1.692574,0.1
2017-02,6-7,1.791664,0.1
2017-02,6-8,1.799797,0.1
2017-02,6-9,2.129145,0.1
2017-02,7-1,1.563302,0.1
2017-02,7-2,2.241205,0.1
2017-02,7-3,1.87406,0.1
2017-02,7-4,1.501887,0.1
2017-02,7-5,1.443765,0.1
2017-02,7-6,1.728645,0.1
2017-02,7-7,1.819222,0.1
2017-02,7-8,1.704399,0.1
2017-02,8-1,2.0634,0.1
2017-02,8-10,1.707859,0.1
2017-02,8-11,2.944292,0.1
2017-02,8-2,1.751965,0.1
2017-02,8-3,1.877623,0.1
2017-02,8-4,2.22876,0.1
2017-02,8-5,2.102579,0.1
2017-02,8-6,2.141428,0.1
2017-02,8-7,1.981487,0.1
2017-02,8-8,2.12979,0.1
2017-02,8-9,2.369716,0.1
2017-02,9-1,1.97479,0.1
2017-02,9-2,1.949643,0.1
2017-02,9-3,1.703205,0.1
